"checking_status","duration","credit_history","loan_purpose","credit_amount","savings_status","employment","installment_commitment","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","credit_class","gender","credit_class_binary"
"no checking",36,"existing paid","Consumer goods",10974,"<100","unemployed",4,"none",2,"car",26,"stores","own",2,"high qualified",0,1,1,"bad",1,0
"<0",24,"existing paid","Consumer goods",2439,"<100","<1",4,"none",4,"real estate",35,"stores","own",1,"skilled",0,1,1,"bad",1,0
"<0",12,"existing paid","Car Purchase",1228,"<100","1<=X<4",4,"none",2,"real estate",24,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",15,"existing paid","Car Purchase",2631,"100<=X<500","1<=X<4",2,"none",4,"car",28,"stores","rent",2,"skilled",0,1,1,"bad",1,0
"0<=X<200",35,"existing paid","Consumer goods",3445,"500<=X<1000","<1",3.63,"guarantor",2,"car",38,"stores","own",1,"skilled",1,0,1,"bad",0,0
"0<=X<200",36,"existing paid","repairs",2384,"<100","<1",4,"none",1,"no known property",33,"stores","rent",1,"unskilled resident",0,0,1,"bad",0,0
"no checking",48,"critical/order existing credit","Car Purchase",11590,"100<=X<500","1<=X<4",2,"none",4,"car",24,"bank","rent",2,"unskilled resident",0,0,1,"bad",1,0
"<0",21,"delayed previously","Car Purchase",997,"<100","<1",2.3,"none",3,"life insurance",34,"stores","own",1,"unemp/unskilled non res",0,0,1,"bad",1,0
">=200",30,"existing paid","Consumer goods",3347,"<100","4<=X<7",4,"none",2,"car",33,"stores","own",1,"high qualified",0,1,1,"bad",0,0
">=200",30,"existing paid","Consumer goods",3347,"<100","4<=X<7",4,"none",2,"car",33,"stores","own",1,"high qualified",0,1,1,"bad",0,0
"<0",43,"existing paid","Consumer goods",1844,"<100","1<=X<4",3.9,"none",4,"no known property",23,"stores","for free",1,"skilled",0,1,1,"bad",0,0
"0<=X<200",36,"existing paid","business",7162,"<100",">=7",4,"none",4,"no known property",56,"stores","for free",1,"high qualified",0,1,1,"bad",0,0
"<0",17,"existing paid","Car Purchase",906,"<100","4<=X<7",4,"none",2,"car",25,"bank","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",38,"delayed previously","Consumer goods",6781,"<100","1<=X<4",3.63,"none",2,"car",29,"stores","own",1,"high qualified",0,0,1,"bad",0,0
"<0",24,"no credits/all paid","Car Purchase",1355,"<100","<1",4,"none",3,"car",39,"stores","own",1,"high qualified",0,0,1,"bad",0,0
"<0",18,"existing paid","Consumer goods",1217,"<100","1<=X<4",4,"none",3,"real estate",47,"stores","own",1,"unskilled resident",0,1,1,"bad",0,0
"0<=X<200",36,"critical/order existing credit","Consumer goods",5187,"<100","<1",3.32,"none",2,"car",29,"stores","own",2,"high qualified",0,0,1,"bad",0,0
"no checking",9,"existing paid","Consumer goods",1980,"<100","<1",2,"co applicant",2,"car",19,"stores","rent",2,"skilled",0,0,1,"bad",1,0
"<0",24,"no credits/all paid","other",1539,"<100","1<=X<4",3.54,"guarantor",3,"car",28,"bank","own",1,"unemp/unskilled non res",0,0,1,"bad",0,0
"0<=X<200",36,"existing paid","other",3015,"100<=X<500","1<=X<4",4,"guarantor",4,"life insurance",22,"stores","rent",1,"skilled",0,0,1,"bad",0,0
"<0",27,"existing paid","Consumer goods",1834,"<100","1<=X<4",3.78,"none",2,"no known property",26,"stores","own",2,"high qualified",0,0,1,"bad",1,0
"<0",24,"existing paid","Consumer goods",1282,"100<=X<500","1<=X<4",4,"none",2,"car",32,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",6,"delayed previously","Car Purchase",1209,"<100","unemployed",4,"none",4,"life insurance",47,"stores","own",1,"high qualified",0,1,1,"bad",0,0
"<0",17,"existing paid","Car Purchase",906,"<100","4<=X<7",4,"none",2,"car",25,"bank","own",1,"skilled",0,0,1,"bad",0,0
"<0",21,"existing paid","Consumer goods",1835,"<100","1<=X<4",3,"none",2,"real estate",25,"stores","own",2,"high qualified",0,1,1,"bad",1,0
"0<=X<200",24,"critical/order existing credit","business",1934,"<100","<1",4,"none",4,"real estate",31,"stores","own",2,"skilled",0,0,1,"bad",1,0
"<0",14,"critical/order existing credit","Consumer goods",1516,"<100","4<=X<7",2.5,"none",2,"car",33,"stores","own",2,"high qualified",0,0,1,"bad",0,0
"<0",19,"existing paid","Car Purchase",909,"500<=X<1000","1<=X<4",4,"none",2,"car",27,"bank","own",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",20,"existing paid","Car Purchase",1289,">=1000","4<=X<7",3.65,"none",3,"life insurance",30,"stores","rent",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",36,"existing paid","business",1959,"<100",">=7",4,"none",4,"no known property",56,"stores","for free",1,"high qualified",0,1,1,"bad",0,0
">=200",36,"existing paid","Consumer goods",4831,"<100","<1",2.51,"guarantor",2,"car",32,"bank","own",1,"high qualified",0,1,1,"bad",0,0
"0<=X<200",24,"critical/order existing credit","Consumer goods",4774,"<100","4<=X<7",2,"guarantor",4,"car",28,"bank","own",1,"unemp/unskilled non res",0,0,1,"bad",0,0
"0<=X<200",33,"critical/order existing credit","Consumer goods",4281,"500<=X<1000","1<=X<4",1.04,"none",4,"car",23,"stores","own",2,"high qualified",0,0,1,"bad",1,0
"no checking",24,"critical/order existing credit","Car Purchase",1344,"<100","4<=X<7",4,"none",2,"real estate",37,"bank","own",2,"unskilled resident",1,0,1,"bad",0,0
"0<=X<200",36,"critical/order existing credit","Consumer goods",5187,"<100","<1",3.32,"none",2,"car",29,"stores","own",2,"high qualified",0,0,1,"bad",0,0
"<0",20,"critical/order existing credit","Car Purchase",2235,"<100","1<=X<4",4,"guarantor",2,"life insurance",33,"bank","rent",2,"skilled",0,0,0,"bad",0,0
"<0",39,"critical/order existing credit","repairs",11495,"100<=X<500","1<=X<4",2.3,"guarantor",4,"car",26,"bank","own",2,"skilled",0,0,1,"bad",0,0
"<0",12,"existing paid","other",673,"100<=X<500","1<=X<4",4,"none",1,"car",20,"stores","own",1,"skilled",0,0,1,"bad",0,0
"no checking",24,"delayed previously","Car Purchase",2538,"<100",">=7",4,"none",4,"car",47,"stores","own",2,"unskilled resident",1,0,1,"bad",0,0
"<0",18,"existing paid","Car Purchase",2269,"<100","<1",1,"none",2,"car",23,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",33,"existing paid","Consumer goods",2388,"500<=X<1000","<1",3.72,"none",1,"life insurance",34,"bank","own",1,"unemp/unskilled non res",0,0,1,"bad",0,0
"0<=X<200",36,"delayed previously","business",4455,"<100",">=7",3.49,"none",2,"real estate",30,"stores","own",2,"high qualified",0,1,1,"bad",0,0
"<0",21,"no credits/all paid","other",1539,"<100","1<=X<4",3.54,"guarantor",3,"car",28,"bank","own",1,"unemp/unskilled non res",0,0,1,"bad",0,0
"<0",24,"existing paid","Car Purchase",1381,"<100","1<=X<4",4,"none",2,"life insurance",35,"stores","own",1,"skilled",0,0,1,"bad",1,0
"<0",24,"existing paid","Car Purchase",1371,"<100","1<=X<4",4,"none",4,"real estate",25,"stores","rent",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",48,"no credits/all paid","business",14421,"<100","1<=X<4",2,"none",2,"car",25,"stores","own",1,"skilled",0,1,1,"bad",0,0
"<0",9,"existing paid","other",684,"<100","4<=X<7",3.02,"none",4,"life insurance",22,"stores","own",1,"skilled",0,0,1,"bad",1,0
"<0",12,"existing paid","Car Purchase",1274,"<100","<1",3,"none",1,"real estate",37,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"<0",21,"existing paid","Consumer goods",1834,"<100","1<=X<4",3.1,"none",2,"no known property",26,"stores","own",2,"high qualified",0,0,1,"bad",1,0
"<0",12,"existing paid","Consumer goods",1082,"500<=X<1000","1<=X<4",4,"none",4,"car",48,"bank","own",2,"skilled",0,0,1,"bad",0,0
"0<=X<200",22,"existing paid","Car Purchase",1352,"<100","4<=X<7",3.35,"none",4,"life insurance",25,"bank","own",1,"unemp/unskilled non res",0,0,1,"bad",1,0
"0<=X<200",28,"delayed previously","Consumer goods",4796,"<100","1<=X<4",2,"co applicant",3,"car",29,"bank","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",10,"existing paid","Consumer goods",957,"500<=X<1000","1<=X<4",1.9,"none",3,"car",28,"bank","own",2,"skilled",0,0,0,"bad",1,0
"0<=X<200",25,"no credits/all paid","business",4246,"500<=X<1000","1<=X<4",1.36,"none",4,"no known property",35,"stores","own",3,"unskilled resident",0,0,1,"bad",0,0
"0<=X<200",16,"no credits/all paid","Car Purchase",1453,"<100","1<=X<4",3.46,"none",3,"no known property",30,"stores","for free",2,"unemp/unskilled non res",1,0,1,"bad",0,0
"<0",22,"delayed previously","Car Purchase",4821,"<100","4<=X<7",2.16,"co applicant",3,"life insurance",33,"stores","own",1,"skilled",0,0,1,"bad",0,0
"<0",29,"delayed previously","education",2128,"<100","1<=X<4",2.77,"guarantor",1,"life insurance",29,"stores","own",2,"skilled",0,0,1,"bad",0,0
"<0",24,"existing paid","Car Purchase",1371,"<100","1<=X<4",4,"none",4,"real estate",25,"stores","rent",1,"skilled",0,0,1,"bad",1,0
"<0",18,"existing paid","Car Purchase",976,"<100","<1",1,"none",2,"car",23,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",25,"delayed previously","Consumer goods",1903,"100<=X<500","4<=X<7",4,"none",3,"life insurance",28,"stores","own",2,"high qualified",0,0,1,"bad",0,0
"0<=X<200",12,"existing paid","Consumer goods",781,"<100","4<=X<7",4,"none",4,"life insurance",59,"stores","own",1,"skilled",0,0,1,"bad",0,0
"no checking",26,"delayed previously","Car Purchase",2562,"<100","1<=X<4",3.25,"none",3,"no known property",28,"stores","own",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",28,"no credits/all paid","business",4280,"100<=X<500","1<=X<4",4,"none",4,"car",26,"stores","rent",2,"unskilled resident",0,0,1,"bad",1,0
"<0",18,"existing paid","Consumer goods",2462,"<100","1<=X<4",2,"none",2,"car",22,"stores","own",1,"skilled",0,0,1,"bad",0,0
"<0",12,"no credits/all paid","Car Purchase",697,"<100","<1",4,"none",2,"car",46,"bank","own",2,"skilled",0,1,1,"bad",0,0
"no checking",36,"delayed previously","business",7980,"<100","<1",4,"none",4,"car",27,"stores","rent",2,"skilled",0,1,1,"bad",0,0
"<0",29,"existing paid","Consumer goods",2412,"<100","4<=X<7",4,"none",4,"real estate",25,"stores","own",1,"skilled",0,0,1,"bad",1,0
"<0",36,"critical/order existing credit","Car Purchase",9629,"<100","4<=X<7",4,"none",4,"car",24,"stores","own",2,"skilled",0,1,1,"bad",0,0
"<0",48,"existing paid","Consumer goods",3928,"<100","1<=X<4",4,"none",4,"no known property",44,"bank","for free",1,"skilled",1,0,1,"bad",0,0
"0<=X<200",24,"existing paid","Car Purchase",1355,"<100","<1",3,"none",4,"car",25,"stores","own",1,"unskilled resident",0,1,1,"bad",1,0
"0<=X<200",48,"no credits/all paid","business",14421,"<100","1<=X<4",2,"none",2,"car",25,"stores","own",1,"skilled",0,1,1,"bad",0,0
"<0",12,"existing paid","other",673,"100<=X<500","1<=X<4",4,"none",1,"car",20,"stores","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",28,"existing paid","repairs",11849,"<100","4<=X<7",1,"none",2,"life insurance",30,"stores","own",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",36,"existing paid","education",12612,"100<=X<500","1<=X<4",1,"none",3,"no known property",47,"stores","for free",1,"skilled",1,1,1,"bad",0,0
"0<=X<200",24,"existing paid","Car Purchase",2992,"500<=X<1000","4<=X<7",4,"guarantor",3,"life insurance",23,"stores","rent",2,"skilled",0,0,1,"bad",0,0
">=200",18,"no credits/all paid","business",609,"<100","<1",4,"none",1,"real estate",26,"stores","own",1,"unemp/unskilled non res",0,0,1,"bad",1,0
"0<=X<200",48,"existing paid","Car Purchase",6560,"100<=X<500","4<=X<7",3,"none",2,"life insurance",24,"stores","own",1,"skilled",0,0,1,"bad",0,0
">=200",15,"existing paid","Car Purchase",1983,"<100","4<=X<7",2,"co applicant",3,"life insurance",20,"stores","rent",2,"skilled",0,0,1,"bad",0,0
"0<=X<200",24,"critical/order existing credit","Consumer goods",4736,"<100","<1",2,"none",4,"car",25,"bank","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",12,"existing paid","other",674,"100<=X<500","4<=X<7",3.98,"none",1,"car",20,"bank","own",1,"skilled",0,0,1,"bad",0,0
"no checking",18,"existing paid","Consumer goods",1533,"<100","<1",4,"co applicant",1,"life insurance",43,"stores","own",1,"unskilled resident",1,0,1,"bad",0,0
"0<=X<200",21,"delayed previously","Consumer goods",1217,"500<=X<1000","1<=X<4",3.06,"none",3,"no known property",43,"bank","own",1,"unemp/unskilled non res",0,0,1,"bad",0,0
">=200",15,"critical/order existing credit","Consumer goods",1271,"<100","1<=X<4",3,"none",4,"no known property",39,"stores","for free",2,"skilled",0,1,1,"bad",0,0
"<0",23,"existing paid","Consumer goods",2318,"<100","4<=X<7",2.73,"none",3,"life insurance",27,"stores","own",1,"unemp/unskilled non res",0,0,1,"bad",1,0
"0<=X<200",14,"critical/order existing credit","Car Purchase",1542,"<100","4<=X<7",2.19,"none",2,"life insurance",31,"bank","own",1,"skilled",0,0,1,"bad",0,0
"<0",24,"existing paid","Consumer goods",1282,"100<=X<500","1<=X<4",4,"none",2,"car",32,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"<0",42,"existing paid","Consumer goods",7174,"100<=X<500","4<=X<7",4,"none",3,"car",30,"stores","own",1,"high qualified",0,1,1,"bad",1,0
"0<=X<200",12,"existing paid","repairs",639,"<100","1<=X<4",4,"none",2,"car",30,"stores","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",36,"delayed previously","Car Purchase",8105,"100<=X<500",">=7",2.86,"none",4,"car",42,"stores","for free",4,"skilled",0,0,1,"bad",0,0
"0<=X<200",36,"existing paid","Car Purchase",9398,"<100","<1",1,"none",4,"car",28,"stores","rent",1,"high qualified",0,1,1,"bad",0,0
"<0",22,"no credits/all paid","Car Purchase",1650,">=1000","1<=X<4",4,"none",2,"car",38,"stores","own",2,"unskilled resident",1,0,1,"bad",0,0
"0<=X<200",48,"delayed previously","other",5952,"<100","1<=X<4",2.04,"none",2,"no known property",22,"bank","own",1,"skilled",0,0,1,"bad",1,0
"<0",43,"existing paid","Consumer goods",7145,">=1000","4<=X<7",3.51,"guarantor",3,"car",31,"stores","own",1,"skilled",0,1,1,"bad",1,0
"<0",11,"existing paid","Consumer goods",732,"100<=X<500","4<=X<7",3.74,"none",3,"no known property",32,"stores","own",1,"unskilled resident",0,0,1,"bad",0,0
"<0",15,"critical/order existing credit","Car Purchase",1344,">=1000","1<=X<4",4,"none",2,"real estate",36,"bank","own",2,"unemp/unskilled non res",1,0,1,"bad",0,0
"no checking",18,"existing paid","Consumer goods",1533,"<100","<1",4,"co applicant",1,"life insurance",43,"stores","own",1,"unskilled resident",1,0,1,"bad",0,0
"<0",12,"critical/order existing credit","Consumer goods",2240,"<100","<1",2.83,"none",3,"life insurance",54,"bank","own",2,"skilled",0,0,1,"bad",0,0
"0<=X<200",24,"existing paid","Car Purchase",3416,"<100","<1",4,"none",2,"real estate",23,"stores","own",1,"unskilled resident",0,0,1,"bad",0,0
"<0",24,"critical/order existing credit","Car Purchase",3575,"500<=X<1000","4<=X<7",2.66,"none",4,"car",28,"bank","own",2,"skilled",0,0,1,"bad",0,0
"<0",41,"no credits/all paid","Consumer goods",6855,"<100","<1",2.48,"none",2,"life insurance",59,"bank","own",1,"skilled",0,1,1,"bad",0,0
"<0",18,"existing paid","Consumer goods",1131,"<100","unemployed",4,"none",2,"car",33,"stores","own",1,"skilled",0,0,1,"bad",1,0
"<0",24,"no credits/all paid","business",3161,"<100","1<=X<4",4,"none",2,"life insurance",31,"stores","rent",1,"skilled",0,1,1,"bad",0,0
"0<=X<200",18,"no credits/all paid","Car Purchase",2278,"100<=X<500","<1",3,"none",3,"car",28,"stores","own",2,"skilled",0,0,1,"bad",1,0
"0<=X<200",48,"existing paid","Consumer goods",3060,"<100","4<=X<7",4,"none",4,"real estate",28,"stores","own",2,"skilled",0,0,1,"bad",0,0
"<0",9,"existing paid","Car Purchase",654,"<100","1<=X<4",4,"none",3,"car",28,"stores","own",1,"unskilled resident",0,0,1,"bad",0,0
"0<=X<200",12,"existing paid","other",674,"100<=X<500","4<=X<7",3.98,"none",1,"car",20,"bank","own",1,"skilled",0,0,1,"bad",0,0
"<0",12,"existing paid","Consumer goods",727,"100<=X<500","<1",4,"none",3,"no known property",33,"stores","own",1,"unskilled resident",0,1,1,"bad",0,0
"0<=X<200",36,"existing paid","education",5437,"100<=X<500","1<=X<4",1,"none",4,"no known property",47,"stores","for free",1,"skilled",1,1,1,"bad",0,0
"<0",22,"no credits/all paid","Car Purchase",1650,">=1000","1<=X<4",4,"none",2,"car",38,"stores","own",2,"unskilled resident",1,0,1,"bad",0,0
"0<=X<200",41,"critical/order existing credit","Consumer goods",5153,"<100","4<=X<7",2.82,"none",3,"car",29,"stores","own",1,"high qualified",0,0,1,"bad",1,0
"0<=X<200",10,"existing paid","Car Purchase",651,"<100","1<=X<4",4,"none",3,"car",28,"stores","own",1,"unemp/unskilled non res",0,0,1,"bad",0,0
"0<=X<200",32,"critical/order existing credit","other",8366,"<100","4<=X<7",2.4,"none",3,"life insurance",48,"stores","for free",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",36,"delayed previously","business",4991,"<100",">=7",2,"none",4,"life insurance",40,"stores","for free",1,"skilled",1,0,1,"bad",1,0
"no checking",24,"existing paid","Consumer goods",5943,"<100","<1",1,"none",1,"car",44,"stores","own",2,"skilled",0,1,1,"bad",1,0
"<0",24,"no credits/all paid","Car Purchase",1357,"<100","<1",4,"none",3,"car",40,"stores","own",1,"high qualified",0,0,1,"bad",0,0
"<0",12,"existing paid","Consumer goods",727,"100<=X<500","<1",4,"none",3,"no known property",33,"stores","own",1,"unskilled resident",0,1,1,"bad",0,0
"0<=X<200",44,"critical/order existing credit","Consumer goods",5125,"<100","1<=X<4",2.71,"none",3,"car",30,"stores","own",1,"high qualified",0,0,1,"bad",0,0
"<0",18,"existing paid","Consumer goods",1129,"<100",">=7",4,"none",2,"car",33,"bank","own",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",13,"delayed previously","other",1476,">=1000","1<=X<4",2.36,"none",2,"no known property",26,"stores","for free",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",29,"critical/order existing credit","Consumer goods",6318,"<100","<1",4,"none",4,"no known property",45,"stores","for free",2,"skilled",0,0,1,"bad",0,0
"<0",12,"existing paid","Consumer goods",709,"<100",">=7",4,"none",4,"real estate",57,"stores","own",1,"unskilled resident",0,0,1,"bad",0,0
"0<=X<200",48,"delayed previously","other",5952,"<100","1<=X<4",2.04,"none",2,"no known property",22,"bank","own",1,"skilled",0,0,1,"bad",1,0
"0<=X<200",11,"existing paid","Consumer goods",955,"<100","4<=X<7",2.19,"none",2,"car",31,"stores","own",1,"skilled",0,0,0,"bad",0,0
"0<=X<200",36,"existing paid","Car Purchase",12389,"<100","1<=X<4",1,"none",4,"no known property",37,"stores","for free",1,"skilled",0,1,1,"bad",0,0
"<0",12,"existing paid","Car Purchase",1372,"<100","4<=X<7",2,"none",3,"car",36,"stores","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",12,"existing paid","other",673,"100<=X<500","1<=X<4",4,"none",1,"car",20,"stores","own",1,"skilled",0,0,1,"bad",0,0
"<0",24,"no credits/all paid","business",3161,"<100","1<=X<4",4,"none",2,"life insurance",31,"stores","rent",1,"skilled",0,1,1,"bad",0,0
"<0",28,"delayed previously","education",2125,"<100","1<=X<4",2.87,"guarantor",1,"life insurance",30,"stores","own",2,"skilled",0,0,1,"bad",0,0
"no checking",12,"existing paid","Consumer goods",1123,"500<=X<1000","1<=X<4",4,"none",4,"car",29,"stores","rent",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",41,"critical/order existing credit","Consumer goods",5153,"<100","4<=X<7",2.82,"none",3,"car",29,"stores","own",1,"high qualified",0,0,1,"bad",1,0
"0<=X<200",46,"existing paid","Car Purchase",3906,"<100","1<=X<4",4,"none",3,"life insurance",45,"stores","for free",1,"skilled",1,0,1,"bad",0,0
