"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"<0",NA,"all paid","other",1538.56536902425,"<100","1<=X<4",3.53533556401552,"male single","guarantor",3.07067112803105,"car",27.7173154878758,"bank","own",1.46466443598448,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",36.4169890947634,"existing paid","other",3014.87434314774,"100<=X<500","1<=X<4",4,"male mar/wid","guarantor",3.73990876044737,"life insurance",22.0403649582105,"stores","rent",1.26009123955263,"skilled",1,"none","yes","bad"
"<0",NA,NA,"radio/tv",1833.75932315569,"<100","1<=X<4",NA,"female div/dep/mar","none",2,"no known property",25.5169486851299,NA,"own",1.89661026297402,"high qualif/self emp/mgmt",1.10338973702598,"none","yes","bad"
"<0",24,"existing paid","radio/tv",1282,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",2,"car",32,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"0<=X<200",6,NA,"new car",1209,"<100","unemployed",4,"male single","none",4,"life insurance",47,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",16.9782056120943,"existing paid","new car",906.222757015118,"no known savings","4<=X<7",4,"male div/sep","none",2,"car",25.4891028060472,"bank","own",1,"skilled",1,"none","yes","bad"
"<0",21,"existing paid","radio/tv",1835,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"stores","own",2,NA,1,"yes","yes","bad"
"0<=X<200",23.5035094797882,"critical/order existing credit","business",1934.08976737961,"<100","<1",4,"female div/dep/mar","none",3.91725157996469,"real estate",30.6690063198588,"stores","own",1.91725157996469,"skilled",1,"none","yes","bad"
"<0",13.5309492838523,"critical/order existing credit","furniture/equipment",1515.59972547019,"<100","4<=X<7",2.50343880931692,"male div/sep","none",2.49656119068308,"car",32.9931223813662,NA,"own",2,"high qualif/self emp/mgmt",1,"none","yes","bad"
"<0",19.4728910012643,"existing paid","new car",909.34111375158,"no known savings",NA,4,"female div/dep/mar","none",2,NA,26.7364455006321,"bank","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",19.7858740834989,"existing paid","new car",1288.51177159708,">=1000","4<=X<7",3.64882284029158,"female div/dep/mar","none",2.94646852087473,"life insurance",29.541759882041,"stores","rent",1,"skilled",1,"none","yes","bad"
"0<=X<200",36,"existing paid","business",1958.67925384791,"<100",">=7",4,"male single","none",4,"no known property",56.0306528830821,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
">=200",36.1673842134767,"existing paid","domestic appliance",4830.68830724016,"<100","<1",2.5069743422282,"male single","guarantor",2.4930256577718,"car",32.0139486844564,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",24,"critical/order existing credit","furniture/equipment",4774.39156525588,"<100","4<=X<7",2,"male div/sep",NA,3.52603005856944,"car",27.8438196485833,"bank","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",32.794920527595,"critical/order existing credit","furniture/equipment",4281.21875143723,"500<=X<10000","1<=X<4",1.04101589448099,"female div/dep/mar","none",3.986328035173,"car",23.232423402059,"stores","own",1.986328035173,"high qualif/self emp/mgmt",1,"none","yes","bad"
NA,24,"critical/order existing credit","new car",1344,"no known savings","4<=X<7",4,"male single","none",2,"real estate",37,"bank","own",2,"unskilled resident",2,"none","yes","bad"
"0<=X<200",36.1538340008952,"critical/order existing credit","furniture/equipment",5186.82060599314,"<100","<1",3.3162406665672,"male div/sep","none",2.3418796667164,"car",28.6837593334328,NA,"own",1.6581203332836,"high qualif/self emp/mgmt",1,"none","yes","bad"
"<0",20,"critical/order existing credit","new car",2235,"<100","1<=X<4",4,"male mar/wid","guarantor",2,"life insurance",33,"bank","rent",2,"skilled",1,"none","no","bad"
"<0",39.2794637189348,"critical/order existing credit","repairs",11494.800812265,"100<=X<500","1<=X<4",NA,"male div/sep","guarantor",3.63664432162228,"car",25.8167783918886,"bank","own",2,"skilled",1,"none","yes","bad"
"<0",11.903052146671,"existing paid","other",673.353680977807,"100<=X<500","1<=X<4",4,"male mar/wid","none",1.0646319022193,"car",20.2585276088772,"stores","own",1,"skilled",1,"none","yes","bad"
"no checking",24,"delayed previously","new car",2538,"<100",">=7",4,"male single","none",4,"car",47,"stores","own",2,"unskilled resident",2,"none","yes","bad"
"<0",18,"existing paid","new car",NA,"<100","<1",1,"female div/dep/mar","none",2,"car",23,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"0<=X<200",32.6428379139726,"existing paid","radio/tv",2387.6369255932,"500<=X<10000","<1",3.72023649283105,"male single","none",1.27976350716895,"life insurance",33.5595270143379,NA,"own",1.27976350716895,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",36,"delayed previously","business",4455,"<100",NA,NA,"male div/sep","none",2,"real estate",30,"","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",21.2120133840931,"all paid","other",1538.56536902425,"<100","1<=X<4",3.53533556401552,"male single","guarantor",3.07067112803105,"car",27.7173154878758,"bank","own",1.46466443598448,"unemp/unskilled non res",1,"none","yes","bad"
"<0",24,"existing paid","new car",1381,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",35,"stores","own",1,NA,1,"none","yes","bad"
"<0",24,"existing paid","new car",1371,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"real estate",25,"stores","rent",1,"skilled",1,"none","yes","bad"
"0<=X<200",48,"no credits/all paid","business",14421,"<100","1<=X<4",2,"male single","none",2,"car",25,"stores","own",1,"skilled",1,"yes","yes","bad"
"<0",9.30734207067737,"existing paid","other",NA,"<100","4<=X<7",3.02048947137849,"female div/dep/mar","none",3.95902105724302,"life insurance",22.2663631279204,"stores","own",1,"skilled",1,"none",NA,"bad"
"<0",12,"existing paid","new car",1274,"<100","<1",3,"female div/dep/mar","none",1,"real estate",37,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"<0",21.3101692110779,"existing paid","radio/tv",1833.75932315569,"<100","1<=X<4",3.10338973702598,"female div/dep/mar","none",2,"no known property",25.5169486851299,"stores","own",1.89661026297402,"high qualif/self emp/mgmt",1.10338973702598,"none","yes","bad"
"<0",12,"existing paid","furniture/equipment",1082.16681907676,"500<=X<10000","1<=X<4",4,"male mar/wid","none",4,"car",47.9226935985763,"bank","own",1.99593124203033,"skilled",1,"none","yes","bad"
"0<=X<200",21.9221740734636,"existing paid","new car",1351.53695678911,"<100","4<=X<7",3.3463043210894,"female div/dep/mar","none",3.6536956789106,"life insurance",25.3463043210894,"bank","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",NA,"delayed previously","furniture/equipment",4795.68262050699,"<100",NA,2,"male mar/wid","co applicant",3.26317752460509,"car",29.4209348523695,"bank","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",9.90146336769842,"existing paid","furniture/equipment",956.596097686138,"500<=X<10000","1<=X<4",1.90146336769842,"female div/dep/mar","none",2.60097557846561,"car",28.3990244215344,NA,"own",1.90146336769842,"skilled",1,"none","no","bad"
"0<=X<200",24.7178401881695,"no credits/all paid","business",4245.6659612231,"500<=X<10000","1<=X<4",1.35892009408475,"male mar/wid","none",4,"no known property",34.8035996863842,"stores","own",2.88035996863842,"unskilled resident",1,"none","yes","bad"
"0<=X<200",16.3898865317978,"all paid","new car",1453.27079427742,"<100","1<=X<4",3.46329551059928,"male mar/wid","none",3.19494326589892,"no known property",30.1215342870975,"stores","for free",1.73164775529964,"unemp/unskilled non res",1.73164775529964,"none","yes","bad"
"<0",22.0435664908485,"delayed previously","new car",4821.23893926983,"<100","4<=X<7",2.16303612576263,"male single","co applicant",3.16303612576263,"life insurance",32.9564335091515,"stores","own",1.16303612576263,"skilled",1,NA,"yes","bad"
"<0",29.1107468177513,"delayed previously","education",2127.77686704438,"<100","1<=X<4",2.76547257580542,"male single","guarantor",1.38273628790271,"life insurance",28.9755717427352,"stores","own",1.61726371209729,"skilled",1,"none","yes","bad"
"<0",24,"existing paid","new car",1371,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"real estate",25,"stores","rent",1,"skilled",1,"none","yes","bad"
"<0",18,"existing paid","new car",976,"<100","<1",1,"female div/dep/mar","none",2,"car",23,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"0<=X<200",24.8222434049995,"delayed previously","radio/tv",1903.03525049875,"100<=X<500","4<=X<7",4,"male div/sep","none",3.43147971625004,"life insurance",27.8426014187498,NA,"own",2,"high qualif/self emp/mgmt",1,"none","yes","bad"
"0<=X<200",12,"existing paid","furniture/equipment",781.189889793119,NA,"4<=X<7",4,"male div/sep","none",3.52378930321099,"life insurance",59.1907390582572,"stores","own",1,"skilled",1,"none","yes","bad"
"no checking",26.24741841796,"delayed previously","new car",2561.97246312491,"<100","1<=X<4",3.25086052734666,"female div/dep/mar","none",3.25086052734666,"no known property",27.5223737110132,"stores","own",1.25086052734666,"skilled",1.25086052734666,"none","yes","bad"
"0<=X<200",NA,"no credits/all paid","business",4280,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",4,"car",26,"stores","rent",2,"unskilled resident",1,"none","yes","bad"
"<0",18,"existing paid","furniture/equipment",2462,"<100","1<=X<4",2,"male single","none",2,"car",22,"stores","own",1,"skilled",1,"none","yes","bad"
"<0",12,"all paid","new car",697,"<100","<1",4,"male single",NA,2,"car",46,"bank","own",2,"skilled",1,"yes","yes","bad"
"no checking",36,"delayed previously","business",7980,"no known savings","<1",4,"male single","none",4,"car",27,"stores","rent",2,"skilled",1,"yes","yes","bad"
"<0",28.9367421112602,"existing paid","furniture/equipment",2411.84791838807,"<100","4<=X<7",4,"female div/dep/mar","none",4,"real estate",25.1265157774797,"stores","own",1,"skilled",1,"none","yes","bad"
"<0",36,"critical/order existing credit","used car",9629,"<100","4<=X<7",4,"male single","none",4,"car",24,"stores","own",2,"skilled",1,"yes","yes","bad"
"<0",48,"existing paid",NA,3927.69553942209,"<100","1<=X<4",4,"male mar/wid","none",3.61123993201025,"no known property",44.444959728041,"bank","for free",1,NA,1.80561996600513,"none","yes","bad"
"0<=X<200",24,"existing paid","new car",1355,"<100","<1",3,"female div/dep/mar","none",4,"car",25,"stores","own",1,"unskilled resident",1,"yes","yes","bad"
"0<=X<200",48,"no credits/all paid","business",14421,"<100","1<=X<4",2,"male single","none",2,"car",25,"stores","own",1,"skilled",1,"yes","yes","bad"
"<0",11.903052146671,"existing paid","other",673.353680977807,"100<=X<500","1<=X<4",4,"male mar/wid","none",1.0646319022193,"car",20.2585276088772,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",27.9562525832146,"existing paid","repairs",11848.8064385747,"<100","4<=X<7",1,"female div/dep/mar","none",2.02187370839272,"life insurance",30.2531297358934,"stores","own",1.34062456946424,"skilled",1,"none","yes","bad"
"0<=X<200",36,"existing paid",NA,12612,"100<=X<500","1<=X<4",1,"male single",NA,NA,"no known property",47,"stores","for free",1,"skilled",2,"yes","yes","bad"
"0<=X<200",24.4735904740344,"existing paid","new car",2992.43523058758,"500<=X<10000","4<=X<7",4,"male div/sep","guarantor",3.37798759012225,"life insurance",23.488049639511,"stores","rent",1.62201240987775,"skilled",1,"none","yes","bad"
">=200",NA,"all paid","business",609,"<100","<1",4,"female div/dep/mar","none",1,"real estate",26,"stores","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",48,"existing paid","new car",6560,"100<=X<500","4<=X<7",3,"male single","none",2,"life insurance",24,"stores","own",1,"skilled",1,"none","yes","bad"
">=200",15.3170265673866,"existing paid","new car",1982.94794573145,"<100","4<=X<7",2,"male div/sep","co applicant",2.84227020898488,"life insurance",19.8422702089849,"stores","rent",1.57886489550756,"skilled",1.42113510449244,"none","yes","bad"
"0<=X<200",24,"critical/order existing credit","furniture/equipment",4736,"<100","<1",2,"female div/dep/mar","none",4,"car",25,"bank","own",1,"unskilled resident",1,"none","yes","bad"
"0<=X<200",12,"existing paid","other",674.082877994475,"100<=X<500","4<=X<7",3.98493127373185,"male mar/wid","none",1.01506872626815,"car",20.0376718156704,"bank","own",1,"skilled",1,"none","yes","bad"
"no checking",18,"existing paid","furniture/equipment",1533,"<100","<1",4,"male mar/wid","co applicant",1,"life insurance",43,"stores","own",1,"unskilled resident",2,"none","yes","bad"
"0<=X<200",20.6535464042974,NA,"furniture/equipment",1216.55774226595,"500<=X<10000","1<=X<4",NA,"male mar/wid","none",3.44225773404956,"no known property",43.0196803935539,"bank","own",1.44225773404956,"unemp/unskilled non res",1.44225773404956,"none","yes","bad"
">=200",15,"critical/order existing credit","radio/tv",1271,"no known savings","1<=X<4",3,NA,"none",4,"no known property",39,"stores","for free",2,"skilled",1,"yes","yes","bad"
"<0",22.6355244536338,"existing paid","radio/tv",2317.91008993615,"<100","4<=X<7",2.72719280510798,"female div/dep/mar","none",3.36359640255399,"life insurance",27.1815784153239,"stores","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",14.3799096117255,"critical/order existing credit","new car",1541.53638043713,"<100","4<=X<7",2.18995480586276,"male mar/wid","none",1.7933032039085,"life insurance",31.3296836410393,"bank","own",1,"skilled",1,"none","yes","bad"
"<0",24,"existing paid","radio/tv",1282,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",2,"car",32,NA,NA,1,"unskilled resident",1,"none","yes","bad"
"<0",42,"existing paid","radio/tv",7174,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"stores","own",NA,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",12,"existing paid","repairs",639,"<100","1<=X<4",4,"male single","none",2,"car",30,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",36,"delayed previously","new car",8104.91360198225,"100<=X<500",">=7",NA,"male single","none",4,"car",42.3797912044628,"stores","for free",3.7721252773223,NA,1,"none","yes","bad"
"0<=X<200",36,"existing paid","used car",9398,"<100","<1",1,"male mar/wid","none",4,"car",28,"stores","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",21.6677292527131,"all paid","new car",1649.67091701085,">=1000","1<=X<4",4,"male mar/wid","none",2,"car",37.5516594067187,"stores","own",1.77742358242897,"unskilled resident",1.77742358242897,"none","yes","bad"
"0<=X<200",47.8225220637576,"delayed previously","other",5952.04268287542,"<100","1<=X<4",2.0443694840606,"female div/dep/mar","none",2.0221847420303,"no known property",22.1109237101515,"bank","own",1,"skilled",1,"none","yes","bad"
"<0",42.989005566822,"existing paid","radio/tv",7145.15400430102,">=1000","4<=X<7",3.505497216589,"female div/dep/mar","guarantor",2.670331477726,"car",30.659337044548,"stores","own",1.164834261137,NA,1,"yes","yes","bad"
"<0",11.222921582732,"existing paid","radio/tv",731.662470503608,"100<=X<500","4<=X<7",3.74097386091067,"male div/sep","none",2.74097386091067,"no known property",31.7048693045533,"stores","own",1,"unskilled resident",NA,"none","yes","bad"
"<0",NA,"critical/order existing credit","new car",1344.05348529675,">=1000","1<=X<4",4,"male mar/wid","none",2.05348529674737,NA,36.4116617357789,"bank","own",1.94651470325263,"unemp/unskilled non res",1.94651470325263,"none","yes","bad"
"no checking",18,"existing paid","furniture/equipment",1533,"<100","<1",4,"male mar/wid","co applicant",1,"life insurance",43,"stores","own",1,"unskilled resident",2,"none","yes","bad"
"<0",11.6606401922089,"critical/order existing credit","furniture/equipment",2239.89152345976,"<100","<1",2.83032009610443,"male single","none",2.83032009610443,"life insurance",54.0612033636552,"bank","own",1.83032009610443,"skilled",1,"none","yes","bad"
"0<=X<200",24,"existing paid","new car",NA,"<100","<1",4,"male single","none",2,"real estate",23,"",NA,1,"unskilled resident",1,"none","yes","bad"
